gameid,side,patch,damage_sum,damage_mean,damage_std,toughness_sum,toughness_mean,toughness_std,control_sum,control_mean,control_std,mobility_sum,mobility_mean,mobility_std,utility_sum,utility_mean,utility_std,role_ARTILLERY_count,role_ASSASSIN_count,role_BATTLEMAGE_count,role_BURST_count,role_CATCHER_count,role_DIVER_count,role_ENCHANTER_count,role_FIGHTER_count,role_JUGGERNAUT_count,role_MAGE_count,role_MARKSMAN_count,role_SKIRMISHER_count,role_SPECIALIST_count,role_SUPPORT_count,role_TANK_count,role_VANGUARD_count,role_WARDEN_count,result
LOLTMNT02_350154,0,16.03,12.0,2.4,0.8,6.0,1.2,0.4,11.0,2.2,0.7483314773547882,8.0,1.6,0.4898979485566356,6.0,1.2,0.7483314773547883,1,0,1,0,0,1,1,1,0,3,1,0,0,1,1,0,0,1
LOLTMNT02_350154,1,16.03,12.0,2.4,0.8,9.0,1.8,0.7483314773547883,10.0,2.0,0.6324555320336759,8.0,1.6,0.8,6.0,1.2,0.4000000000000001,0,1,1,1,0,1,0,2,0,3,1,0,0,2,1,1,0,0
LOLTMNT02_349162,0,16.03,14.0,2.8,0.39999999999999997,7.0,1.4,0.4898979485566356,10.0,2.0,0.6324555320336759,10.0,2.0,0.6324555320336759,6.0,1.2,0.4000000000000001,0,1,0,1,0,2,1,2,0,2,2,1,1,1,1,0,0,1
LOLTMNT02_349162,1,16.03,13.0,2.6,0.4898979485566356,7.0,1.4,0.4898979485566356,8.0,1.6,0.4898979485566356,11.0,2.2,0.7483314773547882,7.0,1.4,0.4898979485566356,0,1,1,1,0,1,1,3,0,3,1,1,0,1,1,0,0,0
LOLTMNT02_349163,0,16.03,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,11.0,2.2,0.39999999999999997,8.0,1.6,0.8,9.0,1.8,0.4000000000000001,1,1,0,1,0,1,0,2,0,2,1,1,0,2,2,1,0,1
LOLTMNT02_349163,1,16.03,13.0,2.6,0.4898979485566356,8.0,1.6,0.8,12.0,2.4,0.4898979485566356,8.0,1.6,0.4898979485566356,6.0,1.2,0.4,1,0,0,2,1,1,0,2,0,3,0,1,0,1,2,0,1,0
LOLTMNT02_350156,0,16.03,14.0,2.8,0.39999999999999997,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,9.0,1.8,0.7483314773547883,6.0,1.2,0.4,0,2,0,1,1,0,0,2,0,2,1,1,1,1,1,1,0,1
LOLTMNT02_350156,1,16.03,11.0,2.2,0.9797958971132712,7.0,1.4,0.8,11.0,2.2,0.7483314773547882,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,0,2,0,1,1,0,0,2,0,3,1,1,0,1,1,1,0,0
LOLTMNT02_350157,0,16.03,13.0,2.6,0.4898979485566356,7.0,1.4,0.4898979485566356,8.0,1.6,0.4898979485566356,11.0,2.2,0.7483314773547882,7.0,1.4,1.019803902718557,0,2,0,1,0,1,1,2,0,2,1,1,0,1,1,0,0,1
LOLTMNT02_350157,1,16.03,13.0,2.6,0.4898979485566356,9.0,1.8,0.9797958971132713,10.0,2.0,0.6324555320336759,9.0,1.8,0.7483314773547883,8.0,1.6,0.8,0,2,0,0,0,0,0,1,0,1,1,0,0,1,2,0,2,0
LOLTMNT01_338717,0,16.02,10.0,2.0,0.6324555320336759,7.0,1.4,0.4898979485566356,10.0,2.0,0.6324555320336759,7.0,1.4,0.4898979485566356,8.0,1.6,0.8,0,0,0,1,1,1,0,2,0,1,1,0,1,2,3,0,0,0
LOLTMNT01_338717,1,16.02,10.0,2.0,0.8944271909999159,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,9.0,1.8,0.4,7.0,1.4,1.019803902718557,0,0,1,0,1,1,0,2,0,3,1,0,0,1,2,1,0,1
LOLTMNT01_338721,0,16.02,14.0,2.8,0.39999999999999997,7.0,1.4,0.4898979485566356,10.0,2.0,0.8944271909999159,11.0,2.2,0.7483314773547882,5.0,1.0,0.0,0,2,0,2,1,1,0,2,0,3,1,1,0,1,1,1,0,1
LOLTMNT01_338721,1,16.02,12.0,2.4,0.8,9.0,1.8,0.9797958971132713,11.0,2.2,0.7483314773547882,10.0,2.0,0.6324555320336759,9.0,1.8,0.7483314773547883,0,0,0,0,0,0,1,2,1,3,2,1,1,1,2,0,1,0
LOLTMNT01_338745,0,16.02,10.0,2.0,0.8944271909999159,9.0,1.8,0.7483314773547883,10.0,2.0,0.8944271909999159,9.0,1.8,0.9797958971132713,7.0,1.4,0.4898979485566356,0,2,0,1,0,1,0,1,0,2,1,1,0,2,2,1,1,0
LOLTMNT01_338745,1,16.02,13.0,2.6,0.8,9.0,1.8,0.7483314773547883,9.0,1.8,0.7483314773547883,10.0,2.0,0.6324555320336759,4.0,0.8,0.4000000000000001,0,2,0,0,0,1,0,2,0,1,2,1,1,1,1,1,0,1
LOLTMNT01_337854,0,16.02,13.0,2.6,0.4898979485566356,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,8.0,1.6,0.4898979485566356,7.0,1.4,1.019803902718557,1,1,0,0,0,1,1,2,0,2,1,1,0,2,1,0,1,1
LOLTMNT01_337854,1,16.02,12.0,2.4,0.8,7.0,1.4,0.4898979485566356,11.0,2.2,0.39999999999999997,9.0,1.8,0.7483314773547883,7.0,1.4,0.8,0,1,1,1,1,1,0,2,0,3,1,0,0,1,1,0,0,0
LOLTMNT01_337856,0,16.02,11.0,2.2,0.7483314773547882,10.0,2.0,0.8944271909999159,11.0,2.2,0.7483314773547882,8.0,1.6,0.4898979485566356,8.0,1.6,0.4898979485566356,0,0,0,1,0,1,0,2,0,2,1,1,0,1,3,1,1,1
LOLTMNT01_337856,1,16.02,11.0,2.2,0.7483314773547882,10.0,2.0,0.8944271909999159,12.0,2.4,0.8,8.0,1.6,0.8,7.0,1.4,0.8,0,1,1,0,0,1,0,2,0,2,1,0,0,2,2,2,0,0
LOLTMNT01_337857,0,16.02,14.0,2.8,0.39999999999999997,7.0,1.4,0.4898979485566356,10.0,2.0,0.8944271909999159,10.0,2.0,0.8944271909999159,5.0,1.0,0.0,1,3,0,1,1,2,0,2,0,2,1,1,0,1,0,0,0,1
LOLTMNT01_337857,1,16.02,12.0,2.4,0.4898979485566356,10.0,2.0,0.8944271909999159,10.0,2.0,0.6324555320336759,7.0,1.4,0.4898979485566356,9.0,1.8,0.4,0,0,0,1,0,0,0,3,2,1,1,0,0,1,3,0,1,0
LOLTMNT01_337859,0,16.02,12.0,2.4,0.4898979485566356,6.0,1.2,0.4000000000000001,8.0,1.6,0.4898979485566356,9.0,1.8,0.7483314773547883,7.0,1.4,0.4898979485566356,0,1,0,2,0,1,1,2,0,2,1,0,1,1,2,0,0,1
LOLTMNT01_337859,1,16.02,12.0,2.4,0.4898979485566356,7.0,1.4,0.4898979485566356,11.0,2.2,0.39999999999999997,7.0,1.4,0.4898979485566356,6.0,1.2,0.4,1,0,1,0,0,2,1,2,0,3,1,0,0,1,2,0,0,0
LOLTMNT01_337861,0,16.02,12.0,2.4,0.4898979485566356,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,7.0,1.4,0.4898979485566356,0,1,0,1,0,1,1,3,1,1,1,1,0,2,2,0,0,1
LOLTMNT05_175147,0,16.03,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,10.0,2.0,0.8944271909999159,11.0,2.2,0.7483314773547882,7.0,1.4,0.8,0,2,0,1,1,0,0,2,0,3,1,2,0,1,1,1,0,0
LOLTMNT05_175147,1,16.03,12.0,2.4,0.8,10.0,2.0,0.8944271909999159,10.0,2.0,0.6324555320336759,7.0,1.4,0.4898979485566356,6.0,1.2,0.4,1,1,0,0,0,1,0,2,1,2,2,0,1,1,2,1,0,1
LOLTMNT02_349319,0,16.03,15.0,3.0,0.0,6.0,1.2,0.4000000000000001,9.0,1.8,0.7483314773547883,12.0,2.4,0.8,6.0,1.2,0.4,0,3,0,2,1,1,0,2,0,3,1,1,0,1,0,0,0,1
LOLTMNT02_349319,1,16.03,12.0,2.4,0.8,7.0,1.4,0.4898979485566356,10.0,2.0,0.6324555320336759,9.0,1.8,0.7483314773547883,6.0,1.2,0.4,0,1,1,1,0,1,1,2,0,4,1,0,0,1,1,0,0,0
LOLTMNT05_175164,0,16.03,11.0,2.2,0.7483314773547882,10.0,2.0,0.8944271909999159,11.0,2.2,0.7483314773547882,9.0,1.8,0.7483314773547883,6.0,1.2,0.4000000000000001,0,0,0,0,0,1,0,2,0,2,2,0,1,1,3,2,0,0
LOLTMNT05_175164,1,16.03,13.0,2.6,0.8,10.0,2.0,0.8944271909999159,10.0,2.0,0.6324555320336759,8.0,1.6,0.4898979485566356,8.0,1.6,1.019803902718557,0,0,2,0,0,0,0,2,1,2,1,0,0,2,2,1,0,1
LOLTMNT02_350321,0,16.03,14.0,2.8,0.39999999999999997,7.0,1.4,0.4898979485566356,9.0,1.8,0.4000000000000001,8.0,1.6,0.4898979485566356,8.0,1.6,1.2000000000000002,0,2,1,0,0,1,1,2,0,2,1,1,0,2,0,0,0,0
LOLTMNT02_350321,1,16.03,11.0,2.2,0.7483314773547882,8.0,1.6,0.4898979485566356,11.0,2.2,0.7483314773547882,10.0,2.0,0.6324555320336759,8.0,1.6,0.8,0,0,1,0,1,1,0,3,0,2,1,0,0,1,2,1,0,1
LOLTMNT05_175168,0,16.03,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,9.0,1.8,0.4,8.0,1.6,1.019803902718557,0,0,1,0,0,1,1,3,0,3,1,0,0,1,1,1,0,1
LOLTMNT05_175168,1,16.03,12.0,2.4,0.8,8.0,1.6,0.8,10.0,2.0,0.8944271909999159,9.0,1.8,0.9797958971132713,7.0,1.4,0.4898979485566356,0,1,0,2,1,1,0,2,0,3,1,1,0,2,1,1,0,0
LOLTMNT05_176168,0,16.03,11.0,2.2,0.7483314773547882,9.0,1.8,0.7483314773547883,10.0,2.0,0.6324555320336759,8.0,1.6,0.4898979485566356,8.0,1.6,1.019803902718557,0,0,1,0,0,2,0,2,0,1,1,0,0,2,3,1,0,1
LOLTMNT05_176168,1,16.03,12.0,2.4,0.8,10.0,2.0,0.6324555320336759,10.0,2.0,0.8944271909999159,10.0,2.0,0.8944271909999159,7.0,1.4,0.8,0,1,0,0,1,1,0,2,1,1,2,1,1,1,1,0,0,0
LOLTMNT02_350339,0,16.03,13.0,2.6,0.8,9.0,1.8,0.7483314773547883,10.0,2.0,0.6324555320336759,7.0,1.4,0.4898979485566356,8.0,1.6,0.8,0,1,2,0,0,1,0,2,0,3,1,0,0,2,1,1,0,1
LOLTMNT02_350339,1,16.03,12.0,2.4,0.8,11.0,2.2,0.9797958971132712,11.0,2.2,0.7483314773547882,9.0,1.8,0.7483314773547883,7.0,1.4,0.4898979485566356,0,0,1,0,0,0,0,3,1,2,1,0,0,1,3,2,0,0
LOLTMNT05_176171,0,16.03,13.0,2.6,0.4898979485566356,9.0,1.8,0.9797958971132713,8.0,1.6,0.4898979485566356,8.0,1.6,0.8,9.0,1.8,0.7483314773547883,0,0,1,1,0,0,1,2,2,3,1,0,0,2,2,0,0,0
LOLTMNT05_176171,1,16.03,12.0,2.4,0.8,9.0,1.8,0.9797958971132713,11.0,2.2,0.7483314773547882,7.0,1.4,0.4898979485566356,7.0,1.4,0.4898979485566356,1,0,1,0,0,0,0,2,0,1,2,1,0,1,2,1,1,1
LOLTMNT05_175193,0,16.03,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,12.0,2.4,0.8,7.0,1.4,0.4898979485566356,8.0,1.6,0.8,0,1,1,0,0,1,1,2,0,3,1,0,0,2,1,1,0,1
LOLTMNT05_175193,1,16.03,15.0,3.0,0.0,8.0,1.6,0.8,11.0,2.2,0.39999999999999997,9.0,1.8,0.4,6.0,1.2,0.4,0,1,0,1,1,1,0,2,1,2,2,0,1,1,1,0,0,0
LOLTMNT05_175196,0,16.03,10.0,2.0,0.6324555320336759,12.0,2.4,0.8,13.0,2.6,0.4898979485566356,6.0,1.2,0.4,6.0,1.2,0.4,1,0,0,0,0,1,0,2,0,2,1,0,0,1,4,2,1,1
LOLTMNT05_175196,1,16.03,12.0,2.4,0.8,8.0,1.6,0.4898979485566356,9.0,1.8,0.7483314773547883,10.0,2.0,0.6324555320336759,8.0,1.6,0.8,0,2,0,0,0,0,1,2,0,1,1,1,0,1,2,1,1,0
LOLTMNT02_350344,0,16.03,13.0,2.6,0.4898979485566356,7.0,1.4,0.8,10.0,2.0,0.6324555320336759,7.0,1.4,0.4898979485566356,9.0,1.8,0.7483314773547883,1,0,1,0,0,0,1,2,0,2,2,1,0,1,1,0,1,0
LOLTMNT02_350344,1,16.03,10.0,2.0,0.8944271909999159,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,10.0,2.0,0.8944271909999159,7.0,1.4,0.4898979485566356,0,2,0,1,0,1,1,1,0,3,1,0,0,1,2,1,0,1
LOLTMNT05_175206,0,16.03,13.0,2.6,0.8,9.0,1.8,0.7483314773547883,10.0,2.0,0.6324555320336759,9.0,1.8,0.9797958971132713,5.0,1.0,0.0,0,2,1,1,1,1,0,2,0,3,1,1,0,1,1,1,0,1
LOLTMNT05_175206,1,16.03,14.0,2.8,0.39999999999999997,7.0,1.4,0.8,11.0,2.2,0.7483314773547882,9.0,1.8,0.7483314773547883,7.0,1.4,0.4898979485566356,2,1,0,2,1,0,0,2,0,3,2,1,0,1,1,0,1,0
LOLTMNT02_349365,0,16.03,12.0,2.4,0.4898979485566356,6.0,1.2,0.4,9.0,1.8,0.4,9.0,1.8,0.4000000000000001,7.0,1.4,0.4898979485566356,0,0,0,2,0,1,1,2,0,2,1,0,1,2,2,0,0,0
LOLTMNT02_349365,1,16.03,12.0,2.4,0.4898979485566356,8.0,1.6,0.4898979485566356,10.0,2.0,0.6324555320336759,9.0,1.8,0.7483314773547883,5.0,1.0,0.0,0,1,0,2,2,2,0,2,0,3,1,1,0,1,2,0,0,1
LOLTMNT05_175214,0,16.03,10.0,2.0,0.6324555320336759,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,8.0,1.6,0.4898979485566356,9.0,1.8,0.7483314773547883,0,0,0,1,1,1,0,2,0,2,1,0,0,2,2,0,1,1
LOLTMNT05_175214,1,16.03,12.0,2.4,0.8,9.0,1.8,0.7483314773547883,11.0,2.2,0.7483314773547882,9.0,1.8,0.7483314773547883,5.0,1.0,0.0,0,2,0,0,1,2,0,2,0,2,2,1,1,1,1,1,0,0
LOLTMNT02_350380,0,16.03,12.0,2.4,0.8,8.0,1.6,0.4898979485566356,10.0,2.0,0.8944271909999159,10.0,2.0,0.8944271909999159,6.0,1.2,0.4,1,3,0,0,0,2,0,2,0,1,1,1,0,1,1,0,1,0
LOLTMNT02_350380,1,16.03,11.0,2.2,0.7483314773547882,10.0,2.0,0.8944271909999159,12.0,2.4,0.4898979485566356,7.0,1.4,0.4898979485566356,6.0,1.2,0.4000000000000001,0,0,0,0,1,1,0,2,0,2,2,0,1,1,3,2,0,1
LOLTMNT02_350384,0,16.03,12.0,2.4,0.4898979485566356,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,8.0,1.6,0.4898979485566356,8.0,1.6,1.2000000000000002,0,0,1,0,0,1,1,2,0,2,1,0,0,2,2,0,1,1
LOLTMNT02_350384,1,16.03,12.0,2.4,0.8,7.0,1.4,0.8,11.0,2.2,0.7483314773547882,10.0,2.0,0.6324555320336759,8.0,1.6,0.4898979485566356,0,2,1,0,0,0,1,3,0,2,1,1,0,1,1,0,1,0
LOLTMNT02_349404,0,16.03,11.0,2.2,0.39999999999999997,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,8.0,1.6,0.4898979485566356,8.0,1.6,0.8,0,0,1,0,0,1,1,4,0,1,1,0,1,1,3,1,0,0
LOLTMNT02_349408,0,16.03,13.0,2.6,0.4898979485566356,7.0,1.4,0.8,9.0,1.8,0.7483314773547883,10.0,2.0,0.6324555320336759,8.0,1.6,1.019803902718557,0,1,0,0,0,0,1,1,0,3,2,1,2,1,1,0,1,0
LOLTMNT02_349408,1,16.03,12.0,2.4,0.4898979485566356,7.0,1.4,0.8,7.0,1.4,0.4898979485566356,8.0,1.6,0.8,9.0,1.8,0.4,1,0,0,2,0,0,1,2,1,3,2,0,0,2,1,0,0,1
LOLTMNT02_349412,0,16.03,13.0,2.6,0.8,6.0,1.2,0.4,12.0,2.4,0.4898979485566356,10.0,2.0,0.8944271909999159,8.0,1.6,0.8,1,2,0,2,2,0,0,1,0,3,1,0,0,2,0,0,0,1
LOLTMNT02_349412,1,16.03,11.0,2.2,0.7483314773547882,10.0,2.0,0.6324555320336759,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,6.0,1.2,0.4,0,2,1,1,1,1,0,2,0,3,1,1,0,1,1,1,0,0
LOLTMNT02_349426,0,16.03,13.0,2.6,0.4898979485566356,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,9.0,1.8,0.7483314773547883,7.0,1.4,0.4898979485566356,0,0,1,1,1,1,0,3,0,3,1,0,0,1,2,1,0,1
LOLTMNT02_349426,1,16.03,12.0,2.4,0.8,8.0,1.6,0.4898979485566356,11.0,2.2,0.39999999999999997,7.0,1.4,0.4898979485566356,9.0,1.8,0.9797958971132713,0,1,1,0,1,2,0,2,0,1,1,0,0,2,2,0,0,0
LOLTMNT02_349458,0,16.03,12.0,2.4,0.4898979485566356,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,8.0,1.6,0.4898979485566356,10.0,2.0,1.0954451150103321,0,0,1,0,0,1,1,2,0,2,1,1,0,2,2,0,1,0
LOLTMNT02_349458,1,16.03,11.0,2.2,0.7483314773547882,7.0,1.4,0.4898979485566356,9.0,1.8,0.7483314773547883,10.0,2.0,0.6324555320336759,7.0,1.4,0.4898979485566356,0,1,0,0,0,2,1,2,0,2,1,0,0,1,2,0,0,1
LOLTMNT02_349464,0,16.03,11.0,2.2,0.7483314773547882,10.0,2.0,0.8944271909999159,11.0,2.2,0.7483314773547882,9.0,1.8,0.7483314773547883,7.0,1.4,0.4898979485566356,0,0,1,0,0,1,0,3,0,2,1,0,0,1,3,2,0,1
LOLTMNT02_349464,1,16.03,12.0,2.4,0.8,6.0,1.2,0.4000000000000001,10.0,2.0,0.8944271909999159,10.0,2.0,0.6324555320336759,8.0,1.6,0.8,0,2,1,0,1,1,0,2,0,2,1,0,1,2,1,0,0,0
LOLTMNT02_349473,0,16.03,13.0,2.6,0.8,8.0,1.6,0.8,9.0,1.8,0.7483314773547883,10.0,2.0,0.8944271909999159,7.0,1.4,0.4898979485566356,0,3,0,1,0,1,0,2,0,1,1,1,0,1,1,1,0,1
LOLTMNT02_349473,1,16.03,12.0,2.4,0.8,8.0,1.6,0.8,11.0,2.2,0.39999999999999997,10.0,2.0,0.6324555320336759,6.0,1.2,0.4,1,2,0,1,0,1,0,2,0,2,1,1,0,1,2,1,0,0
LOLTMNT02_350450,0,16.03,10.0,2.0,0.8944271909999159,11.0,2.2,0.9797958971132712,12.0,2.4,0.4898979485566356,6.0,1.2,0.4000000000000001,8.0,1.6,0.4898979485566356,0,0,0,1,0,0,0,2,1,1,1,0,0,2,3,2,0,0
LOLTMNT02_350450,1,16.03,14.0,2.8,0.39999999999999997,8.0,1.6,0.4898979485566356,12.0,2.4,0.4898979485566356,7.0,1.4,0.8000000000000002,6.0,1.2,0.4,0,1,1,1,0,1,1,2,0,3,1,0,0,1,0,0,0,1
LOLTMNT02_350457,0,16.03,13.0,2.6,0.8,6.0,1.2,0.4,11.0,2.2,0.7483314773547882,10.0,2.0,0.8944271909999159,7.0,1.4,0.4898979485566356,0,3,0,0,0,0,0,1,0,2,2,1,2,1,1,0,1,0
LOLTMNT02_350488,0,16.03,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,9.0,1.8,0.4,6.0,1.2,0.9797958971132712,0,0,0,0,1,1,0,2,0,2,2,0,1,1,2,1,0,0
LOLTMNT02_350496,0,16.03,11.0,2.2,0.7483314773547882,9.0,1.8,0.7483314773547883,9.0,1.8,0.7483314773547883,12.0,2.4,0.8,6.0,1.2,0.4000000000000001,0,2,0,2,0,1,0,1,0,3,1,1,0,1,2,1,0,0
LOLTMNT02_350496,1,16.03,12.0,2.4,0.8,8.0,1.6,0.8,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,6.0,1.2,0.4,0,2,0,0,0,1,0,2,0,1,1,0,1,1,2,1,0,1
LOLTMNT02_349530,0,16.03,13.0,2.6,0.8,7.0,1.4,0.4898979485566356,9.0,1.8,0.7483314773547883,12.0,2.4,0.8,7.0,1.4,0.8,0,3,0,1,1,1,0,2,0,2,1,1,0,1,0,0,0,1
LOLTMNT02_349530,1,16.03,11.0,2.2,0.7483314773547882,8.0,1.6,0.4898979485566356,12.0,2.4,0.4898979485566356,8.0,1.6,0.8,7.0,1.4,0.4898979485566356,0,1,1,0,0,1,0,3,0,1,1,1,0,2,2,0,1,0
LOLTMNT02_350527,0,16.03,12.0,2.4,0.4898979485566356,10.0,2.0,0.8944271909999159,10.0,2.0,0.6324555320336759,6.0,1.2,0.4000000000000001,6.0,1.2,0.4,1,0,1,0,0,1,0,3,1,2,1,0,0,0,3,0,1,1
LOLTMNT02_350527,1,16.03,12.0,2.4,0.8,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,8.0,1.6,0.8,8.0,1.6,0.8,0,1,1,0,1,1,0,1,0,3,1,0,1,2,2,1,0,0
LOLTMNT05_175233,0,16.03,12.0,2.4,0.8,10.0,2.0,0.8944271909999159,11.0,2.2,0.7483314773547882,9.0,1.8,0.7483314773547883,6.0,1.2,0.7483314773547883,0,1,1,0,0,1,0,3,0,1,1,0,0,1,2,2,0,1
LOLTMNT05_175233,1,16.03,11.0,2.2,0.7483314773547882,8.0,1.6,0.4898979485566356,9.0,1.8,0.7483314773547883,11.0,2.2,0.7483314773547882,9.0,1.8,0.7483314773547883,0,1,0,1,1,2,0,2,0,2,1,1,0,2,1,0,0,0
LOLTMNT05_176211,0,16.03,13.0,2.6,0.4898979485566356,8.0,1.6,0.8,9.0,1.8,0.7483314773547883,9.0,1.8,0.7483314773547883,5.0,1.0,0.0,0,0,0,1,1,1,0,2,1,3,2,0,1,1,2,0,0,1
LOLTMNT05_176211,1,16.03,13.0,2.6,0.4898979485566356,5.0,1.0,0.0,10.0,2.0,0.6324555320336759,11.0,2.2,0.7483314773547882,5.0,1.0,0.0,0,3,0,1,2,0,0,2,0,2,1,1,1,1,1,0,0,0
LOLTMNT05_175239,0,16.03,13.0,2.6,0.8,9.0,1.8,0.7483314773547883,9.0,1.8,0.7483314773547883,10.0,2.0,0.6324555320336759,5.0,1.0,0.6324555320336759,0,2,1,0,0,2,0,3,0,1,1,1,0,1,1,1,0,1
LOLTMNT05_175239,1,16.03,13.0,2.6,0.8,7.0,1.4,0.4898979485566356,11.0,2.2,0.39999999999999997,7.0,1.4,0.4898979485566356,7.0,1.4,0.8,0,1,1,0,1,0,0,2,0,2,2,0,1,1,1,0,0,0
LOLTMNT05_176224,1,16.03,11.0,2.2,0.7483314773547882,9.0,1.8,0.9797958971132713,11.0,2.2,0.39999999999999997,12.0,2.4,0.4898979485566356,5.0,1.0,0.6324555320336759,0,2,0,1,0,0,0,2,1,1,1,1,0,1,2,1,0,0
LOLTMNT02_350737,0,16.03,13.0,2.6,0.4898979485566356,6.0,1.2,0.4,10.0,2.0,0.6324555320336759,8.0,1.6,0.4898979485566356,9.0,1.8,0.9797958971132713,0,1,1,0,0,1,1,2,0,2,1,0,0,2,1,0,0,0
LOLTMNT02_350737,1,16.03,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,9.0,1.8,0.4,8.0,1.6,0.4898979485566356,0,0,1,0,0,1,1,3,0,3,1,1,0,1,2,0,1,1
LOLTMNT02_350741,0,16.03,12.0,2.4,0.8,7.0,1.4,0.4898979485566356,9.0,1.8,0.7483314773547883,11.0,2.2,0.7483314773547882,7.0,1.4,0.4898979485566356,1,2,0,1,0,1,0,2,0,1,2,0,0,1,2,0,1,0
LOLTMNT02_350741,1,16.03,13.0,2.6,0.4898979485566356,8.0,1.6,0.8,10.0,2.0,0.8944271909999159,10.0,2.0,0.8944271909999159,5.0,1.0,0.0,0,1,0,1,1,1,0,2,0,2,1,0,0,1,2,1,0,1
LOLTMNT02_350748,0,16.03,10.0,2.0,0.6324555320336759,6.0,1.2,0.4,10.0,2.0,0.6324555320336759,11.0,2.2,0.39999999999999997,7.0,1.4,1.019803902718557,0,0,0,0,1,1,0,2,0,2,2,0,2,1,2,0,0,1
LOLTMNT02_350748,1,16.03,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,13.0,2.6,0.4898979485566356,8.0,1.6,0.8,8.0,1.6,0.8,0,2,1,1,0,1,0,1,0,2,1,0,0,3,1,1,0,0
LOLTMNT02_350761,0,16.03,13.0,2.6,0.8,8.0,1.6,0.4898979485566356,9.0,1.8,0.7483314773547883,9.0,1.8,0.9797958971132713,8.0,1.6,0.8,0,1,1,1,1,1,0,2,0,2,1,1,0,1,0,0,0,1
LOLTMNT02_350761,1,16.03,13.0,2.6,0.8,10.0,2.0,0.8944271909999159,10.0,2.0,0.6324555320336759,8.0,1.6,0.8,7.0,1.4,0.4898979485566356,1,1,1,0,0,0,0,2,1,2,1,1,0,1,2,1,0,0
LOLTMNT02_349772,0,16.03,12.0,2.4,0.8,9.0,1.8,0.9797958971132713,13.0,2.6,0.4898979485566356,8.0,1.6,0.4898979485566356,5.0,1.0,0.0,0,1,0,0,0,0,0,1,0,2,2,0,1,1,2,1,1,1
LOLTMNT02_349772,1,16.03,12.0,2.4,0.8,8.0,1.6,0.4898979485566356,11.0,2.2,0.39999999999999997,7.0,1.4,0.4898979485566356,9.0,1.8,0.7483314773547883,0,1,0,1,1,1,0,2,1,1,2,0,0,1,2,0,0,0
LOLTMNT05_175271,0,16.03,11.0,2.2,0.39999999999999997,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,7.0,1.4,0.4898979485566356,7.0,1.4,1.019803902718557,0,1,0,1,0,1,1,1,0,3,1,0,1,2,1,0,0,1
LOLTMNT05_175271,1,16.03,14.0,2.8,0.39999999999999997,8.0,1.6,0.8,10.0,2.0,0.8944271909999159,10.0,2.0,0.8944271909999159,5.0,1.0,0.0,0,2,0,1,1,1,0,2,0,2,1,0,0,1,1,1,0,0
LOLTMNT02_350825,0,16.03,12.0,2.4,0.4898979485566356,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,9.0,1.8,0.7483314773547883,6.0,1.2,0.9797958971132713,0,2,0,1,0,1,1,2,0,2,1,0,0,1,1,1,0,0
LOLTMNT05_175274,0,16.03,13.0,2.6,0.8,8.0,1.6,0.8,11.0,2.2,0.39999999999999997,8.0,1.6,0.4898979485566356,5.0,1.0,0.0,1,2,0,0,0,1,0,2,0,2,2,0,1,1,1,1,0,0
LOLTMNT05_175274,1,16.03,12.0,2.4,0.8,9.0,1.8,0.7483314773547883,9.0,1.8,0.7483314773547883,9.0,1.8,0.7483314773547883,7.0,1.4,0.4898979485566356,0,1,1,0,0,0,0,3,1,2,1,1,0,1,2,0,1,1
LOLTMNT02_350843,0,16.03,14.0,2.8,0.39999999999999997,6.0,1.2,0.4,9.0,1.8,0.4,10.0,2.0,0.8944271909999159,7.0,1.4,0.4898979485566356,2,2,0,2,0,1,1,2,0,3,2,0,0,1,0,0,0,1
LOLTMNT02_350843,1,16.03,13.0,2.6,0.4898979485566356,9.0,1.8,0.7483314773547883,9.0,1.8,0.7483314773547883,12.0,2.4,0.8,8.0,1.6,0.4898979485566356,1,2,0,1,0,1,0,3,0,2,1,2,0,1,1,0,1,0
