gameid,side,patch,damage_sum,damage_mean,damage_std,toughness_sum,toughness_mean,toughness_std,control_sum,control_mean,control_std,mobility_sum,mobility_mean,mobility_std,utility_sum,utility_mean,utility_std,role_ARTILLERY_count,role_ASSASSIN_count,role_BATTLEMAGE_count,role_BURST_count,role_CATCHER_count,role_DIVER_count,role_ENCHANTER_count,role_FIGHTER_count,role_JUGGERNAUT_count,role_MAGE_count,role_MARKSMAN_count,role_SKIRMISHER_count,role_SPECIALIST_count,role_SUPPORT_count,role_TANK_count,role_VANGUARD_count,role_WARDEN_count,result
LOLTMNT02_389270,1,16.08,12.0,2.4,0.8,7.0,1.4,0.8,9.0,1.8,0.7483314773547883,10.0,2.0,0.0,8.0,1.6,0.4898979485566356,0,1,1,0,0,0,0,3,0,2,1,0,1,1,2,1,0,0
LOLTMNT02_390095,0,16.08,11.0,2.2,0.7483314773547882,10.0,2.0,0.8944271909999159,12.0,2.4,0.4898979485566356,7.0,1.4,0.4898979485566356,6.0,1.2,0.4000000000000001,0,0,0,0,1,1,0,2,0,2,2,0,1,1,3,2,0,1
LOLTMNT02_390095,1,16.08,13.0,2.6,0.8000000000000002,7.0,1.4,0.4898979485566356,10.0,2.0,0.6324555320336759,12.0,2.4,0.4898979485566356,7.0,1.4,0.8000000000000002,0,3,0,1,1,1,0,2,0,2,1,1,0,1,0,0,0,0
LOLTMNT02_390105,0,16.08,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,7.0,1.4,0.4898979485566356,5.0,1.0,0.0,0,0,0,1,2,0,0,2,1,2,1,0,1,1,3,1,0,0
LOLTMNT02_390105,1,16.08,13.0,2.6,0.4898979485566356,9.0,1.8,0.9797958971132713,9.0,1.8,0.7483314773547883,9.0,1.8,0.7483314773547883,7.0,1.4,0.4898979485566356,1,0,1,0,0,0,0,3,1,3,2,0,0,0,2,0,1,1
LOLTMNT02_390106,0,16.08,13.0,2.6,0.8000000000000002,5.0,1.0,0.0,10.0,2.0,0.8944271909999159,8.0,1.6,0.4898979485566356,9.0,1.8,0.4,1,1,0,1,0,0,1,2,0,3,2,0,0,2,0,0,0,1
LOLTMNT02_390106,1,16.08,12.0,2.4,0.4898979485566356,8.0,1.6,0.8,8.0,1.6,0.4898979485566356,8.0,1.6,0.4898979485566356,7.0,1.4,1.019803902718557,0,0,1,0,0,1,1,3,1,2,1,0,0,1,2,0,0,0
LOLTMNT02_389279,0,16.08,12.0,2.4,0.4898979485566356,10.0,2.0,0.8944271909999159,12.0,2.4,0.8,9.0,1.8,0.7483314773547883,5.0,1.0,0.0,0,0,0,1,1,1,0,2,0,3,1,0,0,1,3,1,1,0
LOLTMNT02_389279,1,16.08,14.0,2.8,0.39999999999999997,7.0,1.4,0.4898979485566356,10.0,2.0,0.6324555320336759,10.0,2.0,0.6324555320336759,7.0,1.4,0.4898979485566356,1,1,0,1,0,1,0,3,1,1,2,0,0,1,1,0,0,1
LOLTMNT02_389280,0,16.08,12.0,2.4,0.4898979485566356,7.0,1.4,0.4898979485566356,9.0,1.8,0.4,9.0,1.8,0.7483314773547883,6.0,1.2,0.4000000000000001,0,0,1,1,0,2,1,2,0,3,1,0,0,1,2,0,0,0
LOLTMNT02_389280,1,16.08,13.0,2.6,0.8,7.0,1.4,0.4898979485566356,12.0,2.4,0.4898979485566356,10.0,2.0,0.8944271909999159,8.0,1.6,0.8,0,2,0,1,2,1,0,1,0,2,2,0,0,2,0,0,0,1
LOLTMNT02_390124,0,16.08,13.0,2.6,0.4898979485566356,7.0,1.4,0.4898979485566356,12.0,2.4,0.8,9.0,1.8,0.7483314773547883,5.0,1.0,0.0,0,1,0,2,1,2,0,2,0,3,1,0,0,1,1,0,0,1
LOLTMNT02_390124,1,16.08,11.0,2.2,0.7483314773547882,9.0,1.8,0.7483314773547883,10.0,2.0,0.6324555320336759,11.0,2.2,0.7483314773547882,6.0,1.2,0.4,0,1,0,1,0,2,0,2,0,2,1,0,0,1,3,1,0,0
LOLTMNT02_389297,0,16.08,13.0,2.6,0.4898979485566356,8.0,1.6,0.8,12.0,2.4,0.4898979485566356,10.0,2.0,0.6324555320336759,6.0,1.2,0.4,0,1,0,2,1,1,0,2,0,2,1,1,0,1,2,0,1,1
LOLTMNT02_389297,1,16.08,12.0,2.4,0.8,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,8.0,1.6,0.8,0,2,1,1,0,1,0,1,0,3,1,0,0,2,1,1,0,0
LOLTMNT02_390135,0,16.08,12.0,2.4,0.8,8.0,1.6,0.8,10.0,2.0,0.8944271909999159,10.0,2.0,0.6324555320336759,7.0,1.4,0.4898979485566356,1,2,0,0,0,1,1,2,0,2,2,0,0,1,1,0,1,1
LOLTMNT02_390135,1,16.08,13.0,2.6,0.4898979485566356,7.0,1.4,0.8,11.0,2.2,0.7483314773547882,7.0,1.4,0.4898979485566356,8.0,1.6,1.019803902718557,0,1,0,1,0,0,1,2,0,2,1,0,0,2,1,1,0,0
LOLTMNT02_390166,0,16.08,13.0,2.6,0.4898979485566356,6.0,1.2,0.4,9.0,1.8,0.7483314773547883,12.0,2.4,0.4898979485566356,7.0,1.4,0.4898979485566356,1,1,1,0,1,1,0,3,0,2,2,0,0,1,1,0,0,1
LOLTMNT02_390166,1,16.08,11.0,2.2,0.7483314773547882,7.0,1.4,0.4898979485566356,12.0,2.4,0.4898979485566356,7.0,1.4,0.4898979485566356,10.0,2.0,0.6324555320336759,0,0,1,0,2,1,0,2,1,3,1,0,0,2,2,0,0,0
LOLTMNT02_389323,0,16.08,11.0,2.2,0.7483314773547882,8.0,1.6,0.4898979485566356,10.0,2.0,0.6324555320336759,10.0,2.0,0.8944271909999159,8.0,1.6,0.8,0,0,1,1,1,1,0,2,0,3,1,0,0,2,1,0,0,1
LOLTMNT02_389323,1,16.08,11.0,2.2,0.7483314773547882,10.0,2.0,0.8944271909999159,11.0,2.2,0.7483314773547882,10.0,2.0,0.6324555320336759,8.0,1.6,0.4898979485566356,0,0,1,0,0,1,0,3,0,2,1,1,0,1,3,1,1,0
LOLTMNT02_390172,0,16.08,13.0,2.6,0.4898979485566356,9.0,1.8,0.9797958971132713,11.0,2.2,0.39999999999999997,8.0,1.6,0.4898979485566356,9.0,1.8,0.4000000000000001,0,0,1,1,1,0,1,3,1,3,1,1,0,1,2,0,1,1
LOLTMNT02_390172,1,16.08,15.0,3.0,0.0,6.0,1.2,0.4,10.0,2.0,0.6324555320336759,11.0,2.2,0.7483314773547882,7.0,1.4,0.4898979485566356,0,3,1,0,0,1,0,3,0,1,1,2,0,1,0,0,0,0
LOLTMNT02_390173,0,16.08,14.0,2.8,0.39999999999999997,6.0,1.2,0.4,10.0,2.0,0.6324555320336759,9.0,1.8,0.7483314773547883,7.0,1.4,0.4898979485566356,0,1,1,1,1,0,0,2,1,3,1,0,0,1,1,0,0,0
LOLTMNT02_390173,1,16.08,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,7.0,1.4,0.4898979485566356,8.0,1.6,0.4898979485566356,1,0,0,1,1,1,0,2,0,2,2,0,0,2,2,1,0,1
LOLTMNT02_389336,0,16.08,12.0,2.4,0.8,7.0,1.4,0.4898979485566356,10.0,2.0,0.8944271909999159,8.0,1.6,0.4898979485566356,6.0,1.2,0.7483314773547883,0,1,0,1,0,1,0,2,0,1,1,0,1,2,2,0,1,0
LOLTMNT02_389336,1,16.08,12.0,2.4,0.8,8.0,1.6,0.8,9.0,1.8,0.7483314773547883,12.0,2.4,0.8,6.0,1.2,0.4000000000000001,0,3,0,2,0,0,0,1,0,3,1,1,0,1,1,1,0,1
LOLTMNT02_389337,0,16.08,12.0,2.4,0.8,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,7.0,1.4,0.4898979485566356,0,1,1,1,0,1,0,1,0,3,1,0,0,2,2,1,0,0
LOLTMNT02_389337,1,16.08,13.0,2.6,0.4898979485566356,7.0,1.4,0.4898979485566356,9.0,1.8,0.4,9.0,1.8,0.7483314773547883,6.0,1.2,0.4000000000000001,0,1,0,1,1,2,1,2,0,3,2,1,1,1,1,0,0,1
LOLTMNT02_389345,0,16.08,12.0,2.4,0.4898979485566356,8.0,1.6,0.4898979485566356,10.0,2.0,0.6324555320336759,13.0,2.6,0.4898979485566356,6.0,1.2,0.4000000000000001,0,3,0,1,1,2,0,2,0,1,1,0,0,1,2,0,0,0
LOLTMNT02_389345,1,16.08,14.0,2.8,0.39999999999999997,7.0,1.4,0.8,10.0,2.0,0.8944271909999159,11.0,2.2,0.7483314773547882,5.0,1.0,0.0,0,2,0,1,1,0,0,1,0,3,2,0,0,1,1,0,1,1
LOLTMNT02_390189,0,16.08,13.0,2.6,0.4898979485566356,7.0,1.4,0.8,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,7.0,1.4,1.019803902718557,0,2,0,0,0,0,1,2,0,1,1,1,0,1,1,0,1,0
LOLTMNT02_390189,1,16.08,14.0,2.8,0.39999999999999997,7.0,1.4,0.4898979485566356,11.0,2.2,0.39999999999999997,8.0,1.6,0.4898979485566356,6.0,1.2,0.4,1,1,1,1,0,1,0,2,0,3,2,0,1,1,0,0,0,1
LOLTMNT02_389367,0,16.08,12.0,2.4,0.4898979485566356,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,8.0,1.6,0.4898979485566356,7.0,1.4,0.4898979485566356,0,0,0,1,0,1,1,2,0,3,2,0,1,1,1,1,0,0
LOLTMNT02_389367,1,16.08,12.0,2.4,0.8,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,10.0,2.0,0.8944271909999159,5.0,1.0,0.0,0,1,0,2,0,1,0,1,0,3,1,0,0,1,2,1,0,1
LOLTMNT02_389380,0,16.08,11.0,2.2,0.7483314773547882,10.0,2.0,0.8944271909999159,11.0,2.2,0.7483314773547882,10.0,2.0,0.6324555320336759,8.0,1.6,0.4898979485566356,1,1,0,0,0,1,0,2,0,1,1,1,0,1,3,1,1,1
LOLTMNT02_389380,1,16.08,13.0,2.6,0.4898979485566356,5.0,1.0,0.0,7.0,1.4,0.4898979485566356,9.0,1.8,0.7483314773547883,8.0,1.6,1.019803902718557,1,1,0,1,0,0,1,2,0,2,2,0,0,2,0,0,0,0
LOLTMNT02_390234,0,16.08,13.0,2.6,0.4898979485566356,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,12.0,2.4,0.4898979485566356,7.0,1.4,0.4898979485566356,0,2,1,0,1,1,0,3,0,2,1,1,0,1,1,0,1,0
LOLTMNT02_390234,1,16.08,13.0,2.6,0.4898979485566356,6.0,1.2,0.4,10.0,2.0,0.6324555320336759,7.0,1.4,0.4898979485566356,8.0,1.6,0.8,0,2,1,0,0,1,1,1,0,3,2,0,0,1,1,0,0,1
LOLTMNT05_185558,0,16.08,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,10.0,2.0,0.8944271909999159,11.0,2.2,0.7483314773547882,7.0,1.4,0.4898979485566356,0,2,0,1,0,1,0,1,0,2,1,0,0,2,1,1,0,1
LOLTMNT05_185558,1,16.08,13.0,2.6,0.4898979485566356,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,10.0,2.0,0.8944271909999159,7.0,1.4,0.4898979485566356,0,1,0,2,0,1,1,2,0,3,1,1,0,1,1,0,1,0
LOLTMNT05_185559,0,16.08,13.0,2.6,0.8,7.0,1.4,0.8,9.0,1.8,0.7483314773547883,9.0,1.8,0.4,6.0,1.2,0.7483314773547883,1,1,0,0,0,0,0,2,0,1,3,0,1,1,1,1,0,0
LOLTMNT05_185559,1,16.08,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,13.0,2.6,0.4898979485566356,7.0,1.4,0.4898979485566356,9.0,1.8,0.7483314773547883,0,0,0,1,2,1,0,2,0,3,1,0,0,2,2,1,0,1
LOLTMNT02_389401,0,16.08,12.0,2.4,0.4898979485566356,7.0,1.4,0.4898979485566356,10.0,2.0,0.6324555320336759,11.0,2.2,0.7483314773547882,7.0,1.4,0.4898979485566356,0,1,1,0,1,1,0,3,1,2,1,0,0,1,2,0,0,1
LOLTMNT02_389401,1,16.08,14.0,2.8,0.39999999999999997,7.0,1.4,0.4898979485566356,12.0,2.4,0.4898979485566356,7.0,1.4,0.4898979485566356,5.0,1.0,0.0,0,1,1,1,2,1,0,2,0,4,2,0,1,1,0,0,0,0
LOLTMNT05_186577,0,16.08,12.0,2.4,0.8,7.0,1.4,0.8,11.0,2.2,0.7483314773547882,7.0,1.4,0.4898979485566356,5.0,1.0,0.0,0,0,1,0,1,0,0,1,0,2,1,0,1,2,2,1,0,1
LOLTMNT05_186577,1,16.08,13.0,2.6,0.8000000000000002,7.0,1.4,0.4898979485566356,10.0,2.0,0.6324555320336759,9.0,1.8,0.7483314773547883,7.0,1.4,0.8000000000000002,0,2,0,1,2,1,0,2,0,3,1,2,0,1,0,0,0,0
LOLTMNT05_185563,0,16.08,11.0,2.2,0.7483314773547882,6.0,1.2,0.4000000000000001,9.0,1.8,0.7483314773547883,10.0,2.0,0.6324555320336759,6.0,1.2,0.4,0,1,0,1,0,1,1,2,0,3,1,0,1,1,2,0,0,0
LOLTMNT05_185563,1,16.08,13.0,2.6,0.4898979485566356,7.0,1.4,0.8000000000000002,9.0,1.8,0.4000000000000001,7.0,1.4,0.4898979485566356,8.0,1.6,0.4898979485566356,1,0,0,2,0,0,1,1,1,3,2,0,0,2,1,0,0,1
LOLTMNT02_389437,0,16.08,13.0,2.6,0.4898979485566356,6.0,1.2,0.4000000000000001,8.0,1.6,0.4898979485566356,9.0,1.8,0.4,7.0,1.4,1.019803902718557,0,1,1,0,0,1,1,3,0,2,1,0,1,1,1,0,0,0
LOLTMNT02_389437,1,16.08,13.0,2.6,0.4898979485566356,6.0,1.2,0.4000000000000001,11.0,2.2,0.7483314773547882,11.0,2.2,0.7483314773547882,7.0,1.4,0.4898979485566356,0,2,0,1,1,1,0,1,0,2,2,0,0,2,1,0,0,1
LOLTMNT02_389439,1,16.08,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,12.0,2.4,0.4898979485566356,9.0,1.8,0.7483314773547883,7.0,1.4,0.8,0,1,0,1,2,1,0,2,0,3,1,0,0,1,2,1,0,0
LOLTMNT05_186581,0,16.08,11.0,2.2,0.7483314773547882,7.0,1.4,0.8,10.0,2.0,0.8944271909999159,8.0,1.6,0.4898979485566356,8.0,1.6,0.4898979485566356,1,0,0,1,0,0,1,2,1,3,2,0,0,2,1,1,0,1
LOLTMNT05_186581,1,16.08,12.0,2.4,0.4898979485566356,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,10.0,2.0,0.6324555320336759,8.0,1.6,0.8,0,0,1,0,0,1,1,2,0,3,2,0,0,1,1,1,0,0
LOLTMNT02_389476,0,16.08,13.0,2.6,0.8,6.0,1.2,0.4000000000000001,7.0,1.4,0.4898979485566356,11.0,2.2,0.9797958971132712,8.0,1.6,0.8,0,2,1,1,0,0,1,2,0,3,1,0,0,1,0,0,0,0
LOLTMNT02_389476,1,16.08,12.0,2.4,0.4898979485566356,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,9.0,1.8,0.7483314773547883,9.0,1.8,0.4,1,0,0,1,0,1,1,2,0,2,1,1,0,2,2,0,1,1
LOLTMNT02_389478,0,16.08,14.0,2.8,0.39999999999999997,7.0,1.4,0.4898979485566356,11.0,2.2,0.39999999999999997,7.0,1.4,0.4898979485566356,5.0,1.0,0.0,0,0,1,1,1,1,0,2,0,3,2,0,1,1,1,0,0,0
LOLTMNT02_389478,1,16.08,11.0,2.2,0.39999999999999997,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,9.0,1.8,0.7483314773547883,10.0,2.0,1.0954451150103321,0,1,0,0,1,1,1,1,0,2,1,0,0,2,1,0,1,1
LOLTMNT05_185582,1,16.08,13.0,2.6,0.4898979485566356,7.0,1.4,0.8,12.0,2.4,0.8,7.0,1.4,0.4898979485566356,8.0,1.6,0.4898979485566356,0,1,1,1,0,0,1,2,0,2,1,0,0,2,1,1,0,1
LOLTMNT05_185596,0,16.08,13.0,2.6,0.4898979485566356,7.0,1.4,0.4898979485566356,12.0,2.4,0.4898979485566356,6.0,1.2,0.4,7.0,1.4,0.4898979485566356,0,0,2,1,0,1,1,2,0,3,1,0,0,2,1,0,0,1
LOLTMNT05_185596,1,16.08,14.0,2.8,0.39999999999999997,6.0,1.2,0.4,9.0,1.8,0.4000000000000001,10.0,2.0,0.8944271909999159,7.0,1.4,0.4898979485566356,0,1,1,2,0,0,1,2,1,4,1,0,0,1,1,0,0,0
LOLTMNT02_389612,0,16.08,13.0,2.6,0.4898979485566356,9.0,1.8,0.9797958971132713,12.0,2.4,0.8,9.0,1.8,0.7483314773547883,9.0,1.8,0.4,0,1,0,1,0,0,1,2,1,1,1,1,0,2,2,0,1,0
LOLTMNT02_389612,1,16.08,12.0,2.4,0.8,5.0,1.0,0.0,10.0,2.0,0.6324555320336759,9.0,1.8,0.7483314773547883,8.0,1.6,0.8,0,2,0,1,2,0,0,1,0,3,2,0,0,2,0,0,0,1
LOLTMNT05_185599,0,16.08,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,12.0,2.4,0.8,10.0,2.0,0.6324555320336759,7.0,1.4,0.4898979485566356,0,2,0,1,0,1,1,2,0,3,1,1,0,1,1,0,1,0
LOLTMNT05_185599,1,16.08,12.0,2.4,0.8,7.0,1.4,0.8,9.0,1.8,0.7483314773547883,11.0,2.2,0.7483314773547882,11.0,2.2,0.7483314773547882,1,1,1,0,0,0,1,1,0,2,2,0,0,2,1,0,1,1
LOLTMNT02_389640,0,16.08,15.0,3.0,0.0,6.0,1.2,0.4,11.0,2.2,0.7483314773547882,7.0,1.4,0.4898979485566356,7.0,1.4,0.4898979485566356,1,0,1,2,1,0,0,2,0,3,2,0,0,2,0,0,0,0
LOLTMNT02_389640,1,16.08,12.0,2.4,0.8,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,10.0,2.0,0.8944271909999159,7.0,1.4,0.4898979485566356,0,1,1,0,0,1,1,3,0,3,1,0,0,1,1,1,0,1
LOLTMNT05_186617,0,16.08,14.0,2.8,0.39999999999999997,6.0,1.2,0.4,11.0,2.2,0.39999999999999997,8.0,1.6,0.4898979485566356,5.0,1.0,0.0,0,1,0,1,2,1,0,2,0,3,2,0,1,1,1,0,0,1
LOLTMNT05_186617,1,16.08,12.0,2.4,0.8,6.0,1.2,0.4,12.0,2.4,0.4898979485566356,8.0,1.6,0.4898979485566356,10.0,2.0,0.8944271909999159,0,0,1,0,1,1,0,1,0,3,2,0,1,2,1,0,0,0
LOLTMNT02_390531,0,16.08,10.0,2.0,0.6324555320336759,10.0,2.0,0.8944271909999159,9.0,1.8,0.7483314773547883,12.0,2.4,0.4898979485566356,7.0,1.4,0.8000000000000002,0,1,0,0,0,1,1,2,1,2,1,0,0,1,3,0,1,1
LOLTMNT05_185611,0,16.08,12.0,2.4,0.8,7.0,1.4,0.4898979485566356,11.0,2.2,0.7483314773547882,8.0,1.6,0.4898979485566356,7.0,1.4,1.019803902718557,0,0,1,1,1,1,0,2,0,3,1,0,0,2,1,0,0,0
LOLTMNT05_185611,1,16.08,10.0,2.0,0.8944271909999159,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,9.0,1.8,0.7483314773547883,10.0,2.0,0.6324555320336759,0,0,1,0,0,1,1,3,0,3,1,0,0,1,2,1,0,1
LOLTMNT02_390565,0,16.08,14.0,2.8,0.39999999999999997,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,8.0,1.6,0.8,9.0,1.8,0.7483314773547883,1,1,0,1,0,1,1,2,1,3,1,1,0,2,1,0,0,1
LOLTMNT05_185612,0,16.08,12.0,2.4,0.8,6.0,1.2,0.4,9.0,1.8,0.7483314773547883,9.0,1.8,0.4000000000000001,6.0,1.2,0.4000000000000001,0,1,0,0,0,1,1,1,0,3,2,0,1,1,1,0,0,1
LOLTMNT05_185612,1,16.08,12.0,2.4,0.8,7.0,1.4,0.8,9.0,1.8,0.7483314773547883,12.0,2.4,0.8,8.0,1.6,0.8,0,3,0,0,0,0,1,2,0,1,1,0,0,1,1,1,0,0
LOLTMNT02_390601,0,16.08,10.0,2.0,0.6324555320336759,10.0,2.0,0.8944271909999159,12.0,2.4,0.8,9.0,1.8,0.7483314773547883,6.0,1.2,0.4,0,1,0,1,0,0,1,2,1,2,1,1,0,1,2,2,0,1
LOLTMNT02_390601,1,16.08,14.0,2.8,0.39999999999999997,8.0,1.6,0.8,10.0,2.0,0.8944271909999159,7.0,1.4,0.8000000000000002,7.0,1.4,0.4898979485566356,0,0,2,1,1,0,0,2,1,4,1,0,0,2,1,0,0,0
LOLTMNT02_390611,0,16.08,13.0,2.6,0.8,5.0,1.0,0.0,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,8.0,1.6,0.4898979485566356,1,2,0,0,0,0,1,2,0,2,2,0,0,1,0,0,0,0
LOLTMNT02_390611,1,16.08,11.0,2.2,0.39999999999999997,8.0,1.6,0.8,10.0,2.0,0.6324555320336759,7.0,1.4,0.4898979485566356,7.0,1.4,1.019803902718557,0,0,0,1,0,1,1,2,0,2,1,0,0,2,2,1,0,1
LOLTMNT05_185613,0,16.08,14.0,2.8,0.39999999999999997,7.0,1.4,0.4898979485566356,9.0,1.8,0.4,8.0,1.6,0.8,6.0,1.2,0.4000000000000001,0,2,1,1,1,2,1,2,0,3,1,1,0,1,0,0,0,0
LOLTMNT05_185613,1,16.08,13.0,2.6,0.4898979485566356,6.0,1.2,0.4,10.0,2.0,0.6324555320336759,9.0,1.8,0.7483314773547883,8.0,1.6,0.8,0,3,0,1,0,1,1,1,0,2,2,0,0,1,0,0,0,1
LOLTMNT02_390623,0,16.08,12.0,2.4,0.8,9.0,1.8,0.7483314773547883,12.0,2.4,0.4898979485566356,8.0,1.6,0.8,5.0,1.0,0.0,0,1,1,0,1,0,0,3,0,2,1,1,0,1,2,2,0,1
LOLTMNT02_390623,1,16.08,12.0,2.4,0.8,6.0,1.2,0.4,11.0,2.2,0.39999999999999997,11.0,2.2,0.39999999999999997,7.0,1.4,0.8000000000000002,0,2,0,1,1,1,0,1,0,3,2,0,1,1,1,0,0,0
LOLTMNT02_390637,0,16.08,12.0,2.4,0.8,8.0,1.6,0.8,13.0,2.6,0.4898979485566356,8.0,1.6,0.8,8.0,1.6,0.4898979485566356,0,2,0,1,0,1,1,3,0,1,1,1,0,2,1,1,0,1
LOLTMNT02_390647,0,16.08,12.0,2.4,0.4898979485566356,6.0,1.2,0.4000000000000001,8.0,1.6,0.4898979485566356,11.0,2.2,0.7483314773547882,6.0,1.2,0.4000000000000001,0,1,0,2,0,1,1,2,0,3,1,0,1,1,2,0,0,0
LOLTMNT02_390647,1,16.08,12.0,2.4,0.8,7.0,1.4,0.8,10.0,2.0,0.6324555320336759,9.0,1.8,0.7483314773547883,8.0,1.6,0.8,1,1,0,1,1,0,0,1,1,3,2,0,0,1,1,0,0,1
LOLTMNT02_390651,0,16.08,12.0,2.4,0.8,7.0,1.4,0.8000000000000002,11.0,2.2,0.9797958971132712,9.0,1.8,0.9797958971132713,7.0,1.4,0.4898979485566356,0,2,0,1,0,0,1,2,0,2,1,0,0,2,1,1,0,1
LOLTMNT02_390651,1,16.08,10.0,2.0,0.6324555320336759,10.0,2.0,0.6324555320336759,12.0,2.4,0.8,12.0,2.4,0.4898979485566356,7.0,1.4,0.8,0,1,0,0,1,2,0,2,0,2,1,0,0,1,2,0,1,0
LOLTMNT02_390678,0,16.08,12.0,2.4,0.4898979485566356,7.0,1.4,0.4898979485566356,12.0,2.4,0.4898979485566356,9.0,1.8,0.7483314773547883,8.0,1.6,0.4898979485566356,0,1,0,2,0,2,1,2,0,2,1,0,0,2,2,0,0,1
LOLTMNT02_390678,1,16.08,13.0,2.6,0.8,6.0,1.2,0.4000000000000001,10.0,2.0,0.8944271909999159,10.0,2.0,0.6324555320336759,9.0,1.8,0.7483314773547883,1,1,0,1,1,1,0,2,0,3,2,0,0,2,0,0,0,0
LOLTMNT02_390690,0,16.08,13.0,2.6,0.4898979485566356,7.0,1.4,0.4898979485566356,13.0,2.6,0.4898979485566356,7.0,1.4,0.4898979485566356,8.0,1.6,0.8,0,2,1,0,0,1,1,1,0,2,2,0,0,2,0,0,0,1
LOLTMNT02_390690,1,16.08,11.0,2.2,0.7483314773547882,8.0,1.6,0.8,9.0,1.8,0.7483314773547883,9.0,1.8,0.4,5.0,1.0,0.6324555320336759,0,0,1,0,0,1,0,3,0,1,1,0,1,1,3,1,0,0
LOLTMNT02_389805,0,16.08,12.0,2.4,0.8,8.0,1.6,0.8,9.0,1.8,0.7483314773547883,10.0,2.0,0.6324555320336759,5.0,1.0,0.0,1,1,0,0,0,1,0,2,0,2,1,0,1,1,2,1,0,0
LOLTMNT02_389805,1,16.08,12.0,2.4,0.4898979485566356,9.0,1.8,0.9797958971132713,12.0,2.4,0.4898979485566356,7.0,1.4,0.4898979485566356,6.0,1.2,0.4000000000000001,0,0,0,1,1,0,1,2,1,3,2,0,1,1,2,2,0,1
LOLTMNT02_389822,0,16.08,12.0,2.4,0.8,6.0,1.2,0.4000000000000001,8.0,1.6,0.4898979485566356,11.0,2.2,0.7483314773547882,9.0,1.8,0.7483314773547883,1,1,1,0,0,1,1,2,0,2,2,0,0,1,1,0,0,0
LOLTMNT02_389822,1,16.08,12.0,2.4,0.4898979485566356,8.0,1.6,0.8,11.0,2.2,0.7483314773547882,10.0,2.0,0.6324555320336759,7.0,1.4,1.019803902718557,0,2,0,1,0,1,1,2,0,2,1,1,0,1,1,0,1,1
LOLTMNT02_389855,0,16.08,11.0,2.2,0.7483314773547882,10.0,2.0,0.8944271909999159,10.0,2.0,0.8944271909999159,9.0,1.8,0.7483314773547883,8.0,1.6,0.4898979485566356,0,1,0,0,0,1,0,2,0,0,1,0,0,1,3,2,0,0
LOLTMNT02_389855,1,16.08,10.0,2.0,0.6324555320336759,8.0,1.6,0.4898979485566356,11.0,2.2,0.39999999999999997,10.0,2.0,0.8944271909999159,9.0,1.8,0.7483314773547883,1,1,0,1,1,2,0,2,0,2,1,0,0,2,1,0,0,1
LOLTMNT02_390751,0,16.08,10.0,2.0,0.6324555320336759,9.0,1.8,0.7483314773547883,11.0,2.2,0.39999999999999997,7.0,1.4,0.4898979485566356,7.0,1.4,0.4898979485566356,1,0,0,1,0,2,0,2,0,2,1,0,0,2,3,1,0,1
LOLTMNT02_390751,1,16.08,12.0,2.4,0.4898979485566356,6.0,1.2,0.4000000000000001,9.0,1.8,0.7483314773547883,8.0,1.6,0.4898979485566356,7.0,1.4,1.019803902718557,1,0,0,0,0,1,1,2,0,2,1,0,1,2,2,0,0,0
LOLTMNT02_390752,0,16.08,12.0,2.4,0.8,9.0,1.8,0.7483314773547883,12.0,2.4,0.4898979485566356,9.0,1.8,0.7483314773547883,6.0,1.2,0.4,0,2,1,1,1,1,0,2,0,3,1,0,0,1,1,1,0,0
LOLTMNT02_390752,1,16.08,13.0,2.6,0.8,9.0,1.8,0.7483314773547883,9.0,1.8,0.7483314773547883,11.0,2.2,0.7483314773547882,5.0,1.0,0.0,0,2,0,0,0,2,0,2,0,2,2,1,1,1,1,1,0,1
LOLTMNT02_390756,0,16.08,13.0,2.6,0.4898979485566356,8.0,1.6,0.8,12.0,2.4,0.8,7.0,1.4,0.4898979485566356,8.0,1.6,0.4898979485566356,0,0,2,1,0,0,1,3,1,3,1,0,0,2,1,1,0,1
LOLTMNT02_390756,1,16.08,12.0,2.4,0.8,7.0,1.4,0.4898979485566356,13.0,2.6,0.4898979485566356,9.0,1.8,0.7483314773547883,7.0,1.4,0.4898979485566356,2,2,0,0,1,1,0,2,0,2,0,1,0,2,1,0,0,0
