blue_jungle,blue_support,red_jungle,red_support,games,blue_winrate
Pantheon,Bard,Jax,Rell,1,1.0
Pantheon,Bard,Kha'Zix,Karma,1,1.0
Pantheon,Bard,Lillia,Nautilus,1,0.0
Pantheon,Bard,Naafiri,Anivia,1,1.0
Pantheon,Bard,Naafiri,Karma,1,1.0
Pantheon,Bard,Naafiri,Neeko,1,0.0
Pantheon,Bard,Naafiri,Pyke,1,1.0
Pantheon,Bard,Nocturne,Elise,1,1.0
Pantheon,Bard,Nocturne,Lulu,1,1.0
Pantheon,Bard,Nocturne,Seraphine,1,1.0
Pantheon,Bard,Skarner,Karma,1,1.0
Pantheon,Bard,Skarner,Lulu,1,1.0
Pantheon,Bard,Skarner,Nami,1,1.0
Pantheon,Bard,Skarner,Nautilus,1,1.0
Pantheon,Bard,Skarner,Seraphine,1,0.0
Pantheon,Bard,Trundle,Alistar,1,0.0
Pantheon,Bard,Trundle,Rakan,1,0.0
Pantheon,Bard,Vi,Camille,1,1.0
Pantheon,Bard,Vi,Rakan,1,1.0
Pantheon,Bard,Vi,Seraphine,1,1.0
Pantheon,Bard,Wukong,Neeko,1,1.0
Pantheon,Bard,Wukong,Rell,1,1.0
Pantheon,Bard,Wukong,Shen,1,1.0
Pantheon,Bard,Xin Zhao,Leona,1,0.0
Pantheon,Bard,Xin Zhao,Lulu,1,1.0
Pantheon,Bard,Xin Zhao,Milio,1,0.0
Pantheon,Bard,Xin Zhao,Nami,1,1.0
Pantheon,Bard,Xin Zhao,Neeko,1,1.0
Pantheon,Bard,Xin Zhao,Taric,1,0.0
Pantheon,Blitzcrank,Jarvan IV,Bard,1,0.0
Pantheon,Braum,Aatrox,Nami,1,0.0
Pantheon,Braum,Ambessa,Nautilus,1,1.0
Pantheon,Braum,Amumu,Rakan,1,1.0
Pantheon,Braum,Hecarim,Shen,1,1.0
Pantheon,Braum,Ivern,Leona,1,0.0
Pantheon,Braum,Lee Sin,Nautilus,1,0.0
Pantheon,Braum,Lee Sin,Neeko,1,0.0
Pantheon,Braum,Malphite,Rell,1,0.0
Pantheon,Braum,Naafiri,Renata Glasc,1,0.0
Pantheon,Braum,Vi,Renata Glasc,1,1.0
Pantheon,Braum,Wukong,Alistar,1,0.0
Pantheon,Braum,Xin Zhao,Nautilus,1,1.0
Pantheon,Braum,Zaahen,Alistar,1,0.0
Pantheon,Camille,Jarvan IV,Nautilus,1,1.0
Pantheon,Camille,Olaf,Seraphine,1,1.0
Pantheon,Camille,Shaco,Seraphine,1,1.0
Pantheon,Camille,Trundle,Bard,1,1.0
Pantheon,Camille,Xin Zhao,Bard,1,0.0
Pantheon,Elise,Dr. Mundo,Nami,1,0.0
Pantheon,Elise,Jarvan IV,Bard,1,1.0
Pantheon,Elise,Jarvan IV,Leona,1,0.0
Pantheon,Elise,Vi,Lulu,1,0.0
Pantheon,Karma,Aatrox,Leona,1,1.0
Pantheon,Karma,Aatrox,Nami,1,1.0
Pantheon,Karma,Aatrox,Nautilus,1,0.0
Pantheon,Karma,Aatrox,Seraphine,1,0.0
Pantheon,Karma,Dr. Mundo,Rakan,1,1.0
Pantheon,Karma,Dr. Mundo,Seraphine,1,0.0
Pantheon,Karma,Jarvan IV,Anivia,1,1.0
Pantheon,Karma,Jarvan IV,Leona,1,1.0
Pantheon,Karma,Jarvan IV,Lulu,1,0.0
Pantheon,Karma,Jarvan IV,Milio,1,1.0
Pantheon,Karma,Jarvan IV,Rakan,1,0.0
Pantheon,Karma,Jarvan IV,Seraphine,1,1.0
Pantheon,Karma,Jayce,Nautilus,1,0.0
Pantheon,Karma,Lee Sin,Leona,1,1.0
Pantheon,Karma,Lee Sin,Nami,1,1.0
Pantheon,Karma,Lee Sin,Rell,1,1.0
Pantheon,Karma,Lee Sin,Seraphine,1,0.0
Pantheon,Karma,Master Yi,Leona,1,1.0
Pantheon,Karma,Nidalee,Nautilus,1,1.0
Pantheon,Karma,Nocturne,Yuumi,1,1.0
Pantheon,Karma,Sejuani,Nami,1,1.0
Pantheon,Karma,Sejuani,Neeko,1,1.0
Pantheon,Karma,Shen,Bard,1,1.0
Pantheon,Karma,Skarner,Bard,1,1.0
Pantheon,Karma,Skarner,Seraphine,1,0.0
Pantheon,Karma,Trundle,Bard,1,1.0
Pantheon,Karma,Trundle,Rell,1,1.0
Pantheon,Karma,Vi,Lulu,1,0.0
Pantheon,Karma,Vi,Shen,1,0.0
Pantheon,Karma,Wukong,Nami,1,0.0
Pantheon,Karma,Wukong,Neeko,1,1.0
Pantheon,Karma,Wukong,Rell,1,1.0
Pantheon,Karma,Wukong,Seraphine,1,1.0
Pantheon,Karma,Xin Zhao,Lulu,1,1.0
Pantheon,Karma,Xin Zhao,Milio,1,1.0
Pantheon,Karma,Xin Zhao,Nautilus,1,0.0
Pantheon,Karma,Xin Zhao,Seraphine,1,1.0
Pantheon,Karma,Xin Zhao,Yuumi,1,0.0
Pantheon,Karma,Zaahen,Milio,1,1.0
Pantheon,Leona,Ambessa,Nautilus,1,0.0
Pantheon,Leona,Jarvan IV,Rakan,1,0.0
Pantheon,Leona,Lee Sin,Bard,1,0.0
Pantheon,Leona,Lee Sin,Neeko,1,0.0
Pantheon,Leona,Malphite,Alistar,1,0.0
Pantheon,Leona,Malphite,Karma,1,0.0
Pantheon,Leona,Maokai,Braum,1,0.0
Pantheon,Leona,Nocturne,Neeko,1,0.0
Pantheon,Leona,Trundle,Nautilus,1,0.0
Pantheon,Leona,Wukong,Neeko,1,0.0
Pantheon,Leona,Wukong,Rell,1,0.0
Pantheon,Leona,Xin Zhao,Alistar,1,0.0
Pantheon,Leona,Xin Zhao,Braum,1,0.0
Pantheon,Lulu,Aatrox,Nautilus,1,0.0
Pantheon,Lulu,Aatrox,Rell,1,1.0
Pantheon,Lulu,Dr. Mundo,Bard,1,1.0
Pantheon,Lulu,Dr. Mundo,Nami,1,1.0
Pantheon,Lulu,Ivern,Leona,1,0.0
Pantheon,Lulu,Jarvan IV,Pyke,1,0.0
Pantheon,Lulu,Lee Sin,Bard,1,0.0
Pantheon,Lulu,Lee Sin,Milio,1,1.0
Pantheon,Lulu,Lee Sin,Nami,1,0.0
Pantheon,Lulu,Nocturne,Blitzcrank,1,0.0
Pantheon,Lulu,Nocturne,Neeko,1,0.0
Pantheon,Lulu,Nocturne,Poppy,1,1.0
Pantheon,Lulu,Sejuani,Rakan,1,0.0
Pantheon,Lulu,Skarner,Nami,1,1.0
Pantheon,Lulu,Skarner,Nautilus,1,0.0
Pantheon,Lulu,Vi,Karma,1,1.0
Pantheon,Lulu,Vi,Nautilus,1,1.0
Pantheon,Lulu,Wukong,Anivia,1,1.0
Pantheon,Lulu,Wukong,Karma,1,0.0
Pantheon,Lulu,Wukong,Nami,1,0.0
Pantheon,Lulu,Wukong,Nautilus,1,0.0
Pantheon,Lulu,Wukong,Pyke,1,1.0
Pantheon,Lulu,Wukong,Rakan,1,1.0
Pantheon,Lulu,Wukong,Soraka,1,0.0
Pantheon,Lulu,Xin Zhao,Neeko,1,0.0
Pantheon,Lulu,Xin Zhao,Soraka,1,0.0
Pantheon,Lulu,Xin Zhao,Thresh,1,1.0
Pantheon,Lulu,Zaahen,Karma,1,1.0
Pantheon,Maokai,Lee Sin,Leona,1,0.0
Pantheon,Milio,Jarvan IV,Bard,1,0.0
Pantheon,Milio,Jarvan IV,Seraphine,1,1.0
Pantheon,Milio,Jarvan IV,Thresh,1,1.0
Pantheon,Milio,Jayce,Nami,1,1.0
Pantheon,Milio,Naafiri,Rakan,1,1.0
Pantheon,Milio,Naafiri,Seraphine,1,1.0
Pantheon,Milio,Nocturne,Bard,1,0.0
Pantheon,Milio,Nocturne,Lulu,1,1.0
Pantheon,Milio,Nocturne,Nami,1,1.0
Pantheon,Milio,Nocturne,Rell,1,1.0
Pantheon,Milio,Skarner,Seraphine,1,0.0
Pantheon,Milio,Trundle,Bard,1,1.0
Pantheon,Milio,Vi,Alistar,1,0.0
Pantheon,Milio,Vi,Nami,1,1.0
Pantheon,Milio,Vi,Nautilus,1,1.0
Pantheon,Milio,Vi,Seraphine,1,1.0
Pantheon,Milio,Wukong,Nami,1,1.0
Pantheon,Milio,Wukong,Rakan,1,0.0
Pantheon,Milio,Wukong,Rell,1,1.0
Pantheon,Milio,Xin Zhao,Renata Glasc,1,0.0
Pantheon,Nami,Aatrox,Blitzcrank,1,0.0
Pantheon,Nami,Aatrox,Pyke,1,0.0
Pantheon,Nami,Ambessa,Bard,1,1.0
Pantheon,Nami,Ambessa,Seraphine,1,0.0
Pantheon,Nami,Dr. Mundo,Seraphine,1,1.0
Pantheon,Nami,Jarvan IV,Bard,1,1.0
Pantheon,Nami,Jarvan IV,Seraphine,1,1.0
Pantheon,Nami,Jarvan IV,Shen,1,1.0
Pantheon,Nami,Lee Sin,Bard,1,0.0
Pantheon,Nami,Lee Sin,Neeko,1,0.0
Pantheon,Nami,Lee Sin,Rakan,1,1.0
Pantheon,Nami,Malphite,Bard,1,1.0
Pantheon,Nami,Naafiri,Lulu,1,0.0
Pantheon,Nami,Naafiri,Seraphine,1,0.0
Pantheon,Nami,Qiyana,Neeko,1,0.0
Pantheon,Nami,Sejuani,Seraphine,1,0.0
Pantheon,Nami,Skarner,Bard,1,0.0
Pantheon,Nami,Skarner,Karma,1,0.0
Pantheon,Nami,Skarner,Lulu,1,0.0
Pantheon,Nami,Skarner,Nautilus,1,1.0
Pantheon,Nami,Skarner,Rell,1,1.0
Pantheon,Nami,Trundle,Bard,1,1.0
Pantheon,Nami,Vi,Anivia,1,0.0
Pantheon,Nami,Vi,Bard,1,1.0
Pantheon,Nami,Vi,Neeko,1,0.0
Pantheon,Nami,Vi,Rell,1,1.0
Pantheon,Nami,Viego,Sona,1,1.0
Pantheon,Nami,Wukong,Bard,1,1.0
Pantheon,Nami,Wukong,Karma,1,0.0
Pantheon,Nami,Wukong,Milio,1,0.0
Pantheon,Nami,Xin Zhao,Seraphine,1,1.0
Pantheon,Nami,Zaahen,Karma,1,1.0
Pantheon,Nautilus,Aatrox,Nami,1,0.0
Pantheon,Nautilus,Dr. Mundo,Braum,1,1.0
Pantheon,Nautilus,Dr. Mundo,Lulu,1,0.0
Pantheon,Nautilus,Jarvan IV,Bard,1,0.0
Pantheon,Nautilus,Jarvan IV,Lulu,1,1.0
Pantheon,Nautilus,Jarvan IV,Nami,1,1.0
Pantheon,Nautilus,Jarvan IV,Rell,1,0.0
Pantheon,Nautilus,Jarvan IV,Seraphine,1,0.0
Pantheon,Nautilus,Jax,Karma,1,1.0
Pantheon,Nautilus,Jayce,Alistar,1,0.0
Pantheon,Nautilus,Jayce,Leona,1,0.0
Pantheon,Nautilus,Lee Sin,Lulu,1,1.0
Pantheon,Nautilus,Naafiri,Alistar,1,1.0
Pantheon,Nautilus,Nocturne,Leona,1,1.0
Pantheon,Nautilus,Nocturne,Neeko,1,0.0
Pantheon,Nautilus,Nocturne,Rell,1,0.0
Pantheon,Nautilus,Poppy,Alistar,1,0.0
Pantheon,Nautilus,Qiyana,Nami,1,1.0
Pantheon,Nautilus,Qiyana,Thresh,1,1.0
Pantheon,Nautilus,Skarner,Leona,1,0.0
Pantheon,Nautilus,Skarner,Lulu,1,1.0
Pantheon,Nautilus,Skarner,Milio,1,0.0
Pantheon,Nautilus,Skarner,Nami,1,1.0
Pantheon,Nautilus,Vi,Braum,1,1.0
Pantheon,Nautilus,Vi,Camille,1,1.0
Pantheon,Nautilus,Vi,Karma,1,1.0
Pantheon,Nautilus,Vi,Milio,1,1.0
Pantheon,Nautilus,Vi,Nami,1,1.0
Pantheon,Nautilus,Vi,Pyke,1,0.0
Pantheon,Nautilus,Vi,Seraphine,1,0.0
Pantheon,Nautilus,Viego,Braum,1,0.0
Pantheon,Nautilus,Volibear,Braum,1,1.0
Pantheon,Nautilus,Wukong,Bard,1,0.0
Pantheon,Nautilus,Wukong,Karma,1,0.0
Pantheon,Nautilus,Wukong,Poppy,1,0.0
Pantheon,Nautilus,Wukong,Rell,1,0.0
Pantheon,Nautilus,Wukong,Seraphine,1,1.0
Pantheon,Nautilus,Xin Zhao,Bard,1,0.0
Pantheon,Nautilus,Xin Zhao,Karma,1,1.0
Pantheon,Nautilus,Xin Zhao,Leona,1,1.0
Pantheon,Nautilus,Xin Zhao,Lulu,1,1.0
Pantheon,Nautilus,Xin Zhao,Neeko,1,0.0
Pantheon,Nautilus,Xin Zhao,Pyke,1,1.0
Pantheon,Nautilus,Zaahen,Rell,1,0.0
Pantheon,Nautilus,Zaahen,Seraphine,1,0.0
Pantheon,Neeko,Aatrox,Nautilus,1,1.0
Pantheon,Neeko,Aatrox,Rell,1,1.0
Pantheon,Neeko,Ambessa,Bard,1,0.0
Pantheon,Neeko,Ambessa,Karma,1,1.0
Pantheon,Neeko,Dr. Mundo,Bard,1,0.0
Pantheon,Neeko,Dr. Mundo,Thresh,1,0.0
Pantheon,Neeko,Gwen,Karma,1,1.0
Pantheon,Neeko,Jarvan IV,Alistar,1,1.0
Pantheon,Neeko,Jarvan IV,Nautilus,1,1.0
Pantheon,Neeko,Jarvan IV,Seraphine,1,0.0
Pantheon,Neeko,Naafiri,Morgana,1,0.0
Pantheon,Neeko,Naafiri,Nautilus,1,1.0
Pantheon,Neeko,Naafiri,Seraphine,1,1.0
Pantheon,Neeko,Nocturne,Bard,1,0.0
Pantheon,Neeko,Nocturne,Lulu,1,0.0
Pantheon,Neeko,Qiyana,Alistar,1,0.0
Pantheon,Neeko,Qiyana,Blitzcrank,1,1.0
Pantheon,Neeko,Skarner,Bard,1,1.0
Pantheon,Neeko,Vi,Alistar,1,0.0
Pantheon,Neeko,Vi,Bard,1,1.0
Pantheon,Neeko,Vi,Lulu,1,1.0
Pantheon,Neeko,Vi,Nautilus,1,0.0
Pantheon,Neeko,Wukong,Alistar,1,1.0
Pantheon,Neeko,Wukong,Bard,1,1.0
Pantheon,Neeko,Wukong,Nautilus,1,0.0
Pantheon,Neeko,Wukong,Rakan,1,0.0
Pantheon,Neeko,Wukong,Rell,1,1.0
Pantheon,Neeko,Xin Zhao,Bard,1,0.0
Pantheon,Neeko,Xin Zhao,Karma,1,0.0
Pantheon,Neeko,Xin Zhao,Lulu,1,1.0
Pantheon,Neeko,Xin Zhao,Nautilus,1,0.0
Pantheon,Poppy,Jarvan IV,Alistar,1,1.0
Pantheon,Poppy,Jarvan IV,Lulu,1,1.0
Pantheon,Poppy,Jarvan IV,Renata Glasc,1,0.0
Pantheon,Poppy,Nocturne,Nautilus,1,0.0
Pantheon,Poppy,Vi,Leona,1,1.0
Pantheon,Poppy,Vi,Rakan,1,0.0
Pantheon,Poppy,Vi,Rell,1,1.0
Pantheon,Pyke,Jarvan IV,Nami,1,0.0
Pantheon,Pyke,Jarvan IV,Rakan,1,1.0
Pantheon,Pyke,Naafiri,Karma,1,0.0
Pantheon,Pyke,Nocturne,Seraphine,1,1.0
Pantheon,Pyke,Olaf,Seraphine,1,1.0
Pantheon,Pyke,Sejuani,Renata Glasc,1,0.0
Pantheon,Pyke,Skarner,Milio,1,1.0
Pantheon,Pyke,Wukong,Lulu,1,0.0
Pantheon,Pyke,Xin Zhao,Karma,1,1.0
Pantheon,Pyke,Xin Zhao,Seraphine,1,0.0
Pantheon,Rakan,Dr. Mundo,Neeko,1,1.0
Pantheon,Rakan,Jarvan IV,Alistar,1,0.0
Pantheon,Rakan,Jarvan IV,Nautilus,1,1.0
Pantheon,Rakan,Jarvan IV,Seraphine,1,0.0
Pantheon,Rakan,Maokai,Shen,1,1.0
Pantheon,Rakan,Naafiri,Neeko,1,1.0
Pantheon,Rakan,Nocturne,Lulu,1,0.0
Pantheon,Rakan,Nocturne,Milio,1,1.0
Pantheon,Rakan,Nocturne,Thresh,1,0.0
Pantheon,Rakan,Sejuani,Karma,1,0.0
Pantheon,Rakan,Skarner,Karma,1,0.0
Pantheon,Rakan,Skarner,Rell,1,0.0
Pantheon,Rakan,Sylas,Nami,1,1.0
Pantheon,Rakan,Vi,Leona,1,1.0
Pantheon,Rakan,Vi,Rell,1,1.0
Pantheon,Rakan,Volibear,Nami,1,1.0
Pantheon,Rakan,Wukong,Alistar,1,0.0
Pantheon,Rakan,Wukong,Nami,1,0.0
Pantheon,Rakan,Xin Zhao,Bard,1,1.0
Pantheon,Rakan,Xin Zhao,Braum,1,1.0
Pantheon,Rakan,Xin Zhao,Lulu,1,0.0
Pantheon,Rakan,Xin Zhao,Rell,1,1.0
Pantheon,Rell,Aatrox,Seraphine,1,0.0
Pantheon,Rell,Jarvan IV,Bard,1,0.0
Pantheon,Rell,Jarvan IV,Braum,1,0.0
Pantheon,Rell,Jarvan IV,Karma,1,1.0
Pantheon,Rell,Lee Sin,Karma,1,1.0
Pantheon,Rell,Naafiri,Nautilus,1,0.0
Pantheon,Rell,Nocturne,Bard,1,0.0
Pantheon,Rell,Olaf,Nautilus,1,1.0
Pantheon,Rell,Sejuani,Yuumi,1,0.0
Pantheon,Rell,Skarner,Alistar,1,0.0
Pantheon,Rell,Trundle,Alistar,1,0.0
Pantheon,Rell,Vi,Alistar,1,0.0
Pantheon,Rell,Wukong,Nami,1,0.0
Pantheon,Rell,Wukong,Nautilus,1,0.0
Pantheon,Rell,Wukong,Poppy,1,1.0
Pantheon,Rell,Wukong,Rakan,1,0.0
Pantheon,Rell,Xin Zhao,Alistar,1,1.0
Pantheon,Rell,Xin Zhao,Karma,1,0.0
Pantheon,Rell,Xin Zhao,Nautilus,1,0.0
Pantheon,Rell,Xin Zhao,Seraphine,1,0.0
Pantheon,Rell,Zaahen,Lulu,1,0.0
Pantheon,Renata Glasc,Aatrox,Alistar,1,0.0
Pantheon,Renata Glasc,Jarvan IV,Braum,1,0.0
Pantheon,Renata Glasc,Nocturne,Neeko,1,1.0
Pantheon,Renata Glasc,Vi,Lulu,1,0.0
Pantheon,Seraphine,Aatrox,Lulu,1,0.0
Pantheon,Seraphine,Ambessa,Nautilus,1,1.0
Pantheon,Seraphine,Ambessa,Pyke,1,0.0
Pantheon,Seraphine,Dr. Mundo,Karma,1,0.0
Pantheon,Seraphine,Dr. Mundo,Nami,1,0.0
Pantheon,Seraphine,Dr. Mundo,Nautilus,1,0.0
Pantheon,Seraphine,Jarvan IV,Anivia,1,1.0
Pantheon,Seraphine,Jarvan IV,Bard,1,0.0
Pantheon,Seraphine,Jarvan IV,Milio,1,1.0
Pantheon,Seraphine,Jarvan IV,Neeko,1,1.0
Pantheon,Seraphine,Jarvan IV,Rell,1,1.0
Pantheon,Seraphine,Jarvan IV,Rumble,1,1.0
Pantheon,Seraphine,Naafiri,Pyke,1,0.0
Pantheon,Seraphine,Naafiri,Rakan,1,0.0
Pantheon,Seraphine,Nocturne,Bard,1,1.0
Pantheon,Seraphine,Qiyana,Milio,1,0.0
Pantheon,Seraphine,Sejuani,Pyke,1,1.0
Pantheon,Seraphine,Skarner,Camille,1,0.0
Pantheon,Seraphine,Skarner,Nautilus,1,1.0
Pantheon,Seraphine,Skarner,Pyke,1,0.0
Pantheon,Seraphine,Trundle,Milio,1,1.0
Pantheon,Seraphine,Trundle,Yuumi,1,1.0
Pantheon,Seraphine,Vi,Karma,1,0.0
Pantheon,Seraphine,Vi,Lulu,1,1.0
Pantheon,Seraphine,Vi,Pyke,1,0.0
Pantheon,Seraphine,Vi,Rell,1,0.0
Pantheon,Seraphine,Vi,Zyra,1,0.0
Pantheon,Seraphine,Wukong,Nautilus,1,1.0
Pantheon,Seraphine,Xin Zhao,Anivia,1,0.0
Pantheon,Seraphine,Xin Zhao,Karma,1,0.0
Pantheon,Seraphine,Xin Zhao,Leona,1,1.0
Pantheon,Seraphine,Xin Zhao,Rakan,1,0.0
Pantheon,Seraphine,Zyra,Anivia,1,1.0
Pantheon,Shen,Jarvan IV,Alistar,1,1.0
Pantheon,Sona,Wukong,Seraphine,1,0.0
Pantheon,Soraka,Dr. Mundo,Karma,1,1.0
Pantheon,Soraka,Vi,Renata Glasc,1,1.0
Pantheon,Soraka,Wukong,Lulu,1,1.0
Pantheon,Soraka,Zaahen,Alistar,1,1.0
Pantheon,Soraka,Zaahen,Braum,1,0.0
Pantheon,Swain,Xin Zhao,Alistar,1,0.0
Pantheon,Tahm Kench,Nocturne,Camille,1,1.0
Pantheon,Taric,Brand,Neeko,1,0.0
Pantheon,Thresh,Dr. Mundo,Blitzcrank,1,0.0
Pantheon,Thresh,Jarvan IV,Alistar,1,1.0
Pantheon,Thresh,Jarvan IV,Lulu,1,1.0
Pantheon,Thresh,Jayce,Nautilus,1,0.0
Pantheon,Thresh,Nautilus,Karma,1,1.0
Pantheon,Thresh,Nocturne,Milio,1,0.0
Pantheon,Thresh,Skarner,Bard,1,0.0
Pantheon,Thresh,Skarner,Lulu,1,1.0
Pantheon,Thresh,Trundle,Alistar,1,1.0
Pantheon,Yuumi,Vi,Bard,1,1.0
Pantheon,Yuumi,Xin Zhao,Karma,1,1.0
Pantheon,Zilean,Dr. Mundo,Rell,1,0.0
Pantheon,Zyra,Xin Zhao,Renata Glasc,1,0.0
Poppy,Alistar,Pantheon,Nautilus,1,1.0
Poppy,Alistar,Sylas,Rakan,1,1.0
Poppy,Alistar,Vi,Neeko,1,1.0
Poppy,Alistar,Vi,Rakan,1,1.0
Poppy,Anivia,Xin Zhao,Bard,1,0.0
Poppy,Bard,Jarvan IV,Neeko,1,0.0
Poppy,Bard,Lee Sin,Karma,1,1.0
Poppy,Bard,Wukong,Seraphine,1,1.0
Poppy,Blitzcrank,Maokai,Rakan,1,1.0
Poppy,Braum,Naafiri,Thresh,1,1.0
Poppy,Braum,Wukong,Alistar,1,0.0
Poppy,Braum,Wukong,Lulu,1,0.0
Poppy,Camille,Lee Sin,Rakan,1,1.0
Poppy,Karma,Jarvan IV,Rell,1,1.0
Poppy,Karma,Naafiri,Seraphine,1,0.0
Poppy,Karma,Vi,Leona,1,0.0
Poppy,Lulu,Pantheon,Alistar,1,1.0
Poppy,Lux,Naafiri,Neeko,1,0.0
Poppy,Milio,Vi,Bard,1,0.0
Poppy,Nami,Ambessa,Alistar,1,1.0
Poppy,Nami,Jarvan IV,Leona,1,0.0
Poppy,Nami,Rengar,Rakan,1,1.0
Poppy,Nami,Vi,Lulu,1,0.0
Poppy,Nami,Viego,Renata Glasc,1,1.0
Poppy,Nautilus,Jarvan IV,Braum,1,0.0
Poppy,Nautilus,Jarvan IV,Milio,1,0.0
Poppy,Nautilus,Pantheon,Nami,1,1.0
Poppy,Nautilus,Pantheon,Rell,1,0.0
Poppy,Neeko,Jarvan IV,Karma,1,0.0
Poppy,Neeko,Lee Sin,Karma,1,1.0
Poppy,Neeko,Wukong,Nautilus,1,1.0
Poppy,Pyke,Jarvan IV,Bard,1,1.0
Poppy,Rell,Jarvan IV,Braum,1,1.0
Poppy,Rell,Jayce,Alistar,1,0.0
Poppy,Rell,Lee Sin,Nautilus,1,1.0
Poppy,Rell,Maokai,Pantheon,1,1.0
Poppy,Rell,Naafiri,Nautilus,1,0.0
Poppy,Renata Glasc,Wukong,Nami,1,0.0
Poppy,Renata Glasc,Zaahen,Rell,1,1.0
Poppy,Seraphine,Jarvan IV,Neeko,1,0.0
Poppy,Thresh,Sejuani,Nautilus,1,1.0
Qiyana,Alistar,Jarvan IV,Leona,1,0.0
Qiyana,Alistar,Lee Sin,Rell,1,1.0
Qiyana,Alistar,Naafiri,Rakan,1,1.0
Qiyana,Alistar,Nocturne,Neeko,1,0.0
Qiyana,Alistar,Poppy,Nautilus,1,1.0
Qiyana,Alistar,Xin Zhao,Nautilus,1,1.0
Qiyana,Anivia,Aatrox,Seraphine,1,1.0
Qiyana,Anivia,Wukong,Seraphine,1,0.0
Qiyana,Bard,Aatrox,Milio,1,1.0
Qiyana,Bard,Jarvan IV,Neeko,1,1.0
Qiyana,Bard,Jarvan IV,Rell,1,1.0
Qiyana,Bard,Jarvan IV,Seraphine,1,0.0
Qiyana,Bard,Pantheon,Neeko,1,1.0
Qiyana,Bard,Xin Zhao,Karma,1,0.0
Qiyana,Camille,Jarvan IV,Elise,1,1.0
Qiyana,Camille,Jarvan IV,Shen,1,0.0
Qiyana,Camille,Xin Zhao,Neeko,1,0.0
Qiyana,Karma,Jarvan IV,Alistar,1,0.0
Qiyana,Karma,Jarvan IV,Bard,1,0.0
Qiyana,Karma,Jarvan IV,Neeko,1,1.0
Qiyana,Karma,Naafiri,Nami,1,1.0
Qiyana,Karma,Pantheon,Neeko,1,1.0
Qiyana,Karma,Vi,Bard,1,0.0
Qiyana,Karma,Xin Zhao,Bard,1,1.0
Qiyana,Leona,Aatrox,Braum,1,0.0
Qiyana,Leona,Jarvan IV,Rakan,1,1.0
Qiyana,Leona,Jarvan IV,Rell,1,1.0
Qiyana,Leona,Naafiri,Camille,1,1.0
Qiyana,Leona,Pantheon,Thresh,1,1.0
Qiyana,Leona,Wukong,Neeko,1,0.0
Qiyana,Lulu,Aatrox,Bard,1,1.0
Qiyana,Lulu,Jarvan IV,Nami,1,0.0
Qiyana,Lulu,Malphite,Nami,1,1.0
Qiyana,Lulu,Xin Zhao,Milio,1,0.0
Qiyana,Lulu,Zaahen,Seraphine,1,1.0
Qiyana,Milio,Aatrox,Seraphine,1,1.0
Qiyana,Milio,Trundle,Nami,1,0.0
Qiyana,Nami,Aatrox,Neeko,1,1.0
Qiyana,Nami,Sejuani,Leona,1,1.0
Qiyana,Nami,Trundle,Neeko,1,1.0
Qiyana,Nami,Wukong,Rakan,1,1.0
Qiyana,Nami,Xin Zhao,Lulu,1,0.0
Qiyana,Nami,Xin Zhao,Milio,1,0.0
Qiyana,Nami,Xin Zhao,Nautilus,1,0.0
Qiyana,Nautilus,Ambessa,Rell,1,1.0
Qiyana,Nautilus,Dr. Mundo,Braum,1,0.0
Qiyana,Nautilus,Jarvan IV,Braum,1,1.0
Qiyana,Nautilus,Jarvan IV,Leona,1,1.0
Qiyana,Nautilus,Naafiri,Bard,1,0.0
Qiyana,Nautilus,Nocturne,Leona,1,0.0
Qiyana,Nautilus,Sejuani,Rell,1,1.0
Qiyana,Neeko,Aatrox,Sona,1,0.0
Qiyana,Neeko,Jarvan IV,Bard,1,1.0
Qiyana,Neeko,Karthus,Nautilus,1,1.0
Qiyana,Neeko,Pantheon,Alistar,1,1.0
Qiyana,Neeko,Skarner,Karma,1,1.0
Qiyana,Neeko,Wukong,Leona,1,1.0
Qiyana,Poppy,Jarvan IV,Camille,1,0.0
Qiyana,Poppy,Trundle,Alistar,1,1.0
Qiyana,Pyke,Wukong,Lulu,1,0.0
Qiyana,Rakan,Nocturne,Neeko,1,0.0
Qiyana,Rakan,Trundle,Lulu,1,1.0
Qiyana,Rakan,Vi,Rell,1,0.0
Qiyana,Rakan,Wukong,Braum,1,1.0
Qiyana,Rell,Dr. Mundo,Nautilus,1,1.0
Qiyana,Rell,Dr. Mundo,Seraphine,1,1.0
Qiyana,Rell,Jarvan IV,Nautilus,1,1.0
Qiyana,Rell,Lee Sin,Lulu,1,1.0
Qiyana,Rell,Lee Sin,Pantheon,1,1.0
Qiyana,Rell,Pantheon,Bard,1,0.0
Qiyana,Rell,Sylas,Neeko,1,1.0
Qiyana,Seraphine,Jarvan IV,Lux,1,0.0
Qiyana,Seraphine,Wukong,Senna,1,0.0
Qiyana,Seraphine,Xin Zhao,Lulu,1,1.0
Qiyana,Thresh,Jarvan IV,Alistar,1,1.0
Qiyana,Thresh,Jarvan IV,Neeko,1,1.0
Rammus,Lulu,Udyr,Neeko,1,1.0
Rammus,Rell,Zac,Thresh,1,0.0
Rek'Sai,Anivia,Jarvan IV,Karma,1,1.0
Rek'Sai,Bard,Jarvan IV,Lulu,1,1.0
Rek'Sai,Bard,Jarvan IV,Pyke,1,0.0
Rek'Sai,Bard,Pantheon,Seraphine,1,1.0
